0,4031,4152,4622,3742,4369,4834,4622,3740,4622,9755,5057,14420,11002,1031,10204,14764,13051,13682,10204,10895,14764,12159,12511,11390,13193,12559,10362,12153,12779,11114,11727,12534,11114,12680,11759,12568,12927,12511,3412,1698,2334,2631,1197,3338,3362,2952,2602,2952,3229,6998,10890,11712,11469,10723,10607,11644,10741,10373,10808,10966,9126,10607,9674,6806,10278,12174,7096,5011,4466,6031,3944,5779,5195,6364,5393,5849,5811,5195,4215,4003,5267,7592,7244,3771,5811,7029,10067,8544,8727,8172,8729,2620,8536,8310,8567,9318,6817,7099,2620,7982,8410,4366,9512,3550,8475,7942,4791,4768,9156,8836,9187,3461,8910,2544,3886,1392,1759,1539,3909,4057,379,2619,3404,2921,3692,4401,1021,8282,8766,8926,10024,9433,8756,9176,9452,8901,8282,8880,10024,8547,12404,12465,6293,6814,7024,5395,8231,12378,9924,6789,9556,14125,6620,5557,8544,8907,9718,1506,2279,7030,919,652,1761,1323,6998,2389,1731,4735,6998,3131,4462,7030,6998,601,2468,1697,2279,8698,6820,18013,7921,7699,7970,19238,8087,6474,6698,8614,9119,6121,22522,7621,7363,6781,9915,6711,9109,9915,6822,9296,8766,9296,8853
4021,0,817,941,289,881,164,941,1150,941,11098,8540,12479,9421,5413,14423,12516,12018,11348,14423,9314,12516,16378,13854,15609,14183,13549,14581,13495,13769,15333,15946,12965,15333,13670,15978,17139,13917,13854,893,2843,2195,3659,4557,3425,1377,3439,1754,3439,3316,7050,10647,11275,12039,10967,14090,12691,10929,11716,11622,14449,9489,14090,9422,6858,11549,13517,5965,2193,1735,2917,758,2667,1590,5773,2281,3104,2699,1590,1485,1273,2155,5368,4130,1182,2699,4522,6843,5321,5503,7538,5506,3202,6959,5087,5930,6095,3594,3876,3202,11465,11893,7849,12995,7032,11957,11425,8274,8251,12639,12319,12670,6944,12393,3401,853,4228,2781,3777,1972,2119,4265,3326,733,2982,409,1671,5403,11936,12249,12810,13908,12916,12239,12659,13336,12785,11936,12764,14243,12431,13773,10131,6345,7018,7076,8878,6476,10045,8928,7645,8560,11792,6672,8260,5321,7326,8137,4865,5849,7082,4278,4012,5121,4682,7050,5960,5091,2798,7050,5840,2524,7082,7050,3961,2529,5057,5849,4884,3705,14199,4107,4584,4156,15424,4273,3773,3997,4800,5305,3419,18708,3807,3549,2967,11258,8255,9919,11258,8367,10106,9757,10106,10196
4239,926,0,1549,637,1263,1090,1549,2019,1549,11207,8447,12336,9279,5321,13595,12374,11875,11206,13595,9172,12374,15549,13963,14780,14249,13407,13752,13605,13627,14505,15118,13075,14505,13528,15150,15959,13774,13963,1398,3061,2103,3877,4775,3643,1594,3657,1891,3657,3534,6958,10504,11133,12149,10825,13997,12801,10787,11825,11479,14357,9346,13997,9280,6766,11730,13627,7373,2801,2695,3525,1718,4058,2198,7181,3672,3712,4090,2198,2445,2233,3546,6776,4738,2050,4090,5930,6701,5178,5361,7395,5364,3110,6817,4944,5788,5952,3451,3733,3110,11373,11801,7756,12902,6940,11865,11333,8182,8159,12547,12227,12577,6851,12301,3619,761,4136,2999,3685,2188,2336,4173,3544,926,3200,587,2631,5311,11673,12156,12317,13415,12824,12147,12567,12843,12292,11673,12271,13415,11938,13738,9989,6253,6926,6984,8786,6333,9902,8785,6811,8418,11649,6580,8118,5178,7183,7995,5083,5757,6989,4496,4230,5339,4900,6958,5868,5309,3014,6958,5748,2741,6989,6958,4179,2747,5275,5757,5266,4313,14581,4489,5192,4538,15806,4655,4266,4490,5182,5687,3693,19090,4189,3931,3349,11368,8163,9776,11368,8275,9963,9614,9963,10306
4922,1094,966,0,1383,586,1099,0,1931,0,11247,9189,12628,9570,5292,14572,12665,12167,11497,14572,9463,12665,16527,14003,15758,14332,13698,14729,13644,13918,15482,16095,13114,15482,13819,16127,17288,14066,14003,1822,3744,2845,4560,5458,4327,2279,4341,2655,4341,4217,8242,10796,11424,12188,11116,15186,12840,11078,11865,11771,12633,9638,15186,9571,8050,11698,13666,6092,1520,2113,2244,1540,3123,917,5900,2736,2431,3196,917,2075,2054,2506,5495,3457,1963,3196,4649,6992,5470,5652,7687,5655,3852,7108,5235,6079,6244,3743,4025,3852,12115,12543,8499,13645,7682,12607,12075,8924,8901,13289,12969,13319,7594,13043,4302,1503,4878,3683,4427,2873,3021,4938,4228,1668,3883,1329,2261,5282,12084,13345,12959,14057,14013,13335,13756,13485,12934,12084,12913,14392,12580,13922,10280,7537,8237,8267,9591,6625,10194,9077,7794,8709,11941,7863,8409,5470,7475,8286,5767,6499,8273,5180,4913,6022,5584,8242,6610,5992,3699,8242,6490,3426,8273,8242,4862,3431,5958,6499,5209,3032,14524,4432,3911,4481,15749,4598,2985,3209,5125,5630,2632,19032,4132,3874,3292,11407,9563,10068,11407,9674,10254,9906,10254,10345
3731,289,830,1332,0,1046,453,1332,1513,1332,11010,8250,12380,9322,5124,13398,12417,11919,11249,13398,9215,12417,15353,13766,14584,14052,13450,13555,13408,13670,14308,14921,12878,14308,13571,14953,15762,13818,13766,892,2554,1906,3369,4267,3136,1088,3150,1465,3150,3027,6761,10548,11176,11952,10868,13800,12604,10830,11628,11523,14160,9390,13800,9323,6569,11534,13430,6850,2584,2025,3308,1048,3552,1981,6658,3166,3495,3584,1981,1774,1562,3040,6253,4520,1544,3584,5407,6744,5222,5405,7439,5407,2913,6860,4988,5831,5996,3495,3777,2913,11176,11604,7560,12706,6743,11668,11136,7985,7962,12350,12030,12380,6655,12104,3111,564,3939,2492,3488,1683,1830,3976,3037,444,2693,120,1960,5114,11476,11960,12120,13218,12627,11950,12370,12646,12095,11476,12074,13218,11741,13542,10032,6056,6729,6787,8589,6377,9946,8829,6614,8461,11693,6383,8161,5222,7227,8038,4576,5560,6793,3989,3723,4832,4393,6761,5671,4802,2509,6761,5551,2235,6793,6761,3672,2240,4768,5560,5049,4096,14364,4272,4975,4321,15589,4437,4247,4472,4965,5470,3894,18872,3972,3714,3132,11171,7966,9820,11171,8078,10007,9658,10007,10109
4861,975,847,586,1264,0,979,586,1812,586,11127,9070,12508,9451,5944,14453,12546,12047,11378,14453,9344,12546,16407,13883,15638,14213,13579,14610,13525,13799,15362,15976,12995,15362,13700,16008,17168,13946,13883,2102,3683,2726,4499,5397,4266,2559,4280,2935,4280,4157,8122,10676,11305,12069,10997,15067,12721,10959,11745,11651,12514,9518,15067,9452,7930,11579,13547,6410,1838,2397,2561,1420,3440,1178,6218,3054,2749,3514,1178,2147,1935,2823,5813,3774,1843,3514,4967,6873,5350,5533,7567,5536,3733,6989,5116,5960,6124,3623,3905,3733,11996,12423,8379,13525,7563,12488,11956,8805,8782,13170,12850,13200,7474,12923,4241,1384,4759,3622,4308,3153,3300,4796,4167,1549,3822,1209,2333,5934,11965,13226,12839,13938,13893,13216,13636,13366,12814,11965,12794,14272,12461,13803,10161,7417,8118,8148,9472,6505,10074,8957,7675,8590,11821,7744,8290,5350,7355,8167,5706,6380,8154,5119,4853,5961,5523,8122,6490,5932,3979,8122,6370,3706,8154,8122,4802,3370,5898,6380,4177,3350,13492,3400,4229,3449,14717,3566,3882,3545,4093,4598,2604,18001,3100,2842,2260,11288,9443,9948,11288,9555,10135,9786,10135,10226
4545,164,822,946,453,886,0,946,1155,946,11103,8704,12483,9426,4914,14428,12521,12022,11353,14428,9319,12521,16382,13859,15613,14188,13554,14585,13500,13774,15338,15951,12970,15338,13675,15983,17143,13922,13859,1445,3367,2360,4183,5081,3949,1902,3964,2278,3964,3840,8097,10652,11280,12044,10972,14254,12696,10934,11721,11626,14614,9493,14254,9427,7906,11554,13522,5969,2198,1740,2921,461,2672,1595,5777,2286,3109,2703,1595,1490,1278,2159,5372,4134,1186,2703,4527,6848,5325,5508,7542,5511,3367,6964,5091,5935,6099,3598,3880,3367,11630,12057,8013,13159,7197,12122,11590,8439,8416,12804,12484,12834,7108,12557,3925,1018,4393,3305,3942,2496,2643,4561,3851,898,3506,574,1676,4904,11940,12413,12815,13913,13081,12403,12824,13341,12790,11940,12769,14247,12436,13778,10136,7393,8093,8123,9447,6481,10050,8933,7650,8565,11797,7719,8265,5325,7330,8142,5390,6014,8129,4803,4536,5645,5207,8097,6124,5615,3322,8097,6004,3049,8129,8097,4485,3053,5581,6014,4889,3710,14204,4112,4589,4161,15429,4277,3778,4002,4805,5310,3424,18712,3812,3554,2972,11263,9419,9924,11263,9530,10110,9761,10110,10201
4922,1094,966,0,1383,586,1099,0,1931,0,11247,9189,12628,9570,5292,14572,12665,12167,11497,14572,9463,12665,16527,14003,15758,14332,13698,14729,13644,13918,15482,16095,13114,15482,13819,16127,17288,14066,14003,1822,3744,2845,4560,5458,4327,2279,4341,2655,4341,4217,8242,10796,11424,12188,11116,15186,12840,11078,11865,11771,12633,9638,15186,9571,8050,11698,13666,6092,1520,2113,2244,1540,3123,917,5900,2736,2431,3196,917,2075,2054,2506,5495,3457,1963,3196,4649,6992,5470,5652,7687,5655,3852,7108,5235,6079,6244,3743,4025,3852,12115,12543,8499,13645,7682,12607,12075,8924,8901,13289,12969,13319,7594,13043,4302,1503,4878,3683,4427,2873,3021,4938,4228,1668,3883,1329,2261,5282,12084,13345,12959,14057,14013,13335,13756,13485,12934,12084,12913,14392,12580,13922,10280,7537,8237,8267,9591,6625,10194,9077,7794,8709,11941,7863,8409,5470,7475,8286,5767,6499,8273,5180,4913,6022,5584,8242,6610,5992,3699,8242,6490,3426,8273,8242,4862,3431,5958,6499,5209,3032,14524,4432,3911,4481,15749,4598,2985,3209,5125,5630,2632,19032,4132,3874,3292,11407,9563,10068,11407,9674,10254,9906,10254,10345
4296,1200,1494,993,1489,1558,1205,993,0,993,11775,9073,13156,10098,4665,15100,13193,12694,12025,15100,9991,13193,17055,14531,16286,14860,14226,15257,14172,14446,16010,16623,13642,16010,14347,16655,17815,14594,14531,1196,3118,2626,3934,4832,2989,1653,3387,2029,3387,2906,8770,11324,11952,12716,11644,14623,13368,11606,12393,12299,14983,10166,14623,10099,8578,12226,14194,5066,1411,837,2134,914,1769,1566,4874,1382,1839,1800,1566,316,185,1256,4469,3347,36,1800,3623,7520,5998,6180,8215,6183,4380,7636,5763,6607,6772,4270,4553,4380,11999,12426,8382,13528,7566,12491,11958,8808,8785,13172,12853,13203,7477,12926,3676,2031,5406,3056,3595,1190,1427,4312,3601,2196,3257,1610,772,4655,12612,12782,13487,14585,13450,12772,13193,14013,13462,12612,13441,14920,13108,14450,10808,8065,8765,8795,10119,7153,10722,9605,8322,9237,12469,8391,8937,5998,8003,8814,5140,5913,8801,4554,4287,5396,4957,8770,6024,5366,2106,8770,3884,1832,8801,8770,4236,2804,5332,5913,5098,2923,14413,4321,3802,4370,15638,4487,2874,3099,5014,5520,2521,18922,4021,3763,3181,11935,10091,10596,11935,10202,10782,10433,10782,10873
4922,1094,966,0,1383,586,1099,0,1931,0,11247,9189,12628,9570,5292,14572,12665,12167,11497,14572,9463,12665,16527,14003,15758,14332,13698,14729,13644,13918,15482,16095,13114,15482,13819,16127,17288,14066,14003,1822,3744,2845,4560,5458,4327,2279,4341,2655,4341,4217,8242,10796,11424,12188,11116,15186,12840,11078,11865,11771,12633,9638,15186,9571,8050,11698,13666,6092,1520,2113,2244,1540,3123,917,5900,2736,2431,3196,917,2075,2054,2506,5495,3457,1963,3196,4649,6992,5470,5652,7687,5655,3852,7108,5235,6079,6244,3743,4025,3852,12115,12543,8499,13645,7682,12607,12075,8924,8901,13289,12969,13319,7594,13043,4302,1503,4878,3683,4427,2873,3021,4938,4228,1668,3883,1329,2261,5282,12084,13345,12959,14057,14013,13335,13756,13485,12934,12084,12913,14392,12580,13922,10280,7537,8237,8267,9591,6625,10194,9077,7794,8709,11941,7863,8409,5470,7475,8286,5767,6499,8273,5180,4913,6022,5584,8242,6610,5992,3699,8242,6490,3426,8273,8242,4862,3431,5958,6499,5209,3032,14524,4432,3911,4481,15749,4598,2985,3209,5125,5630,2632,19032,4132,3874,3292,11407,9563,10068,11407,9674,10254,9906,10254,10345
