"183,186,189,181","27,33,28,140,133,132,131","100,109,111,114,112","193,194,195,191,10,4","168,159,43,123,45,169,82,180,182","142,59,60,58,52,158,152","15,175,44,118,124,2","155,151,157,153","12,200,64,202,56,57,39","125,176,48,154,173","88,90,98,92,91,148,65,106","74,79,69,85,81,76,78","130,16,20,36,23,29,38,13","5,1"
"192,185,190,179,186","25,34,31,32,35,30","104,112,105,113,103","97,156,145,62,198,203,201","45,172,9,188,84,71,87","150,21,52,53,55,135,136,139","128,163,42,124,126,6","144,108,160,167,164,177,162","63,61,54,66,199,196","93,47,50,40","99,90,92,96,94,91,146,170,174,166","68,83,86,77,127,70,80,85,8","26,24,22,19,149","1,122,117"
"","","","","","","","","","","","","",""
"184,186,190,181,192","133,140,28,34,35,33","100,105,109,112","187,193,194,195,97,204","168,43,123,45,121,71,180","136,59,142,18,58,52,158,152","15,175,44,118,124,116","167,165,155,197,14,153","39,54,63,56,57,66","125,48,93,154,173","102,106,101,107,161,174,148,92","83,73,76,70,120,72,85","129,11,29,38,17,13",""
"183,186,189,179","30,27,32,31,137,131","104,114,111,113,103","191,10,4,156,62,198,203","159,178,171,169,82,182","21,55,60,135,134,141","6,3,126,124,42,163,128","164,177,162","12,147,200,196,202,64","40,46,176,50,47","65,146,166,91,94,96,88,90,98","78,77,69,80,81,8,74,79","138,130,16,20,36,23,37","1,117"
"186,190,181,192","28,34,25,35","100,105,110,112","4,201,204","45,172,121,9,188,84,180","53,18,142,136,139","175,41,124,2,7","157,144,151,197,155,108,160,165","39,61,63,56,57,199","75,115,49,48,119","95,89,92,170,51,161,101,106","72,85,70,127,68","26,67,24,29,22,19,143","122,1"
"","","","","","","","","","","","","",""
