"183,189,186,191","27,36,29,38,33,28","118,109,106,112,114,111,193","195,200,202","181,173,175,180,168,169,176,182","142,151,152,140,133,148","123,125,132,124,130,131","155,159,153,154,158,157","65,64,58,59,56,57,60","39,48,44,45,43,52","91,88,98,90,92,100","78,74,82,79,69,81,85,76,194","13,15,20,10,16,12,23","2,5,1,4"
"190,185,188,186,192","31,32,34,30,35","108,105,112,103,104,113,117","201,199,198,203,196","177,179,167,170,174,172","144,139,150,146,145,135,136,149","128,124,127,122,126","160,163,166,162,164,156","55,66,63,61,53,62,54","40,45,50,42,47,52","99,91,90,92,96,94,87,97,93","83,84,77,80,85,68,86,70,71","22,26,25,24,19,21","9,1,6,8"
"","","","","","","","","","","","","",""
"190,184,187,186,192","34,29,33,38,28,35","118,107,109,106,116,112,105,193","197,195,204","167,173,181,174,175,180,168","142,136,152,140,133,148","123,125,124,121,129,120","155,165,153,154,158,161","57,66,56,63,59,58,54","39,48,44,45,43,52","92,101,102,100,97,93","83,71,70,73,72,76,85,194","18,13,15,17,14,11",""
"183,189,186,191","27,37,32,36,30,31","113,104,103,111,114,117","196,202,200,203,198","177,179,169,176,171,178,182","137,146,135,147,138,141,134","128,124,126,131,130","159,163,166,162,164,156","55,60,62,64,65","40,50,42,46,47","91,88,98,90,96,94","78,74,82,79,69,81,77,80","20,10,21,16,12,23","1,4,3,6,8"
"190,188,186,192","34,29,28,35","108,105,112,119,106,115,110","197,204,201,199","181,170,175,180,172","144,139,136,142,151,143","124,121,127,122","155,165,157,161,160","57,56,63,61,53","39,48,51,41,49,45","89,95,92,101,100","70,67,72,85,75,68,84","22,26,25,24,19,18","2,9,1,4,7"
"","","","","","","","","","","","","",""
