"183,186,189,181","140,28,36,23,29,27,38,13","106,12,109,111,114,112","100,44,175,15","45,169,82,180,191,193,182","91,200,57,142,33,39,133","124,4,195,194","155,151,148,157,158,152","64,202,56,59,60,153","168,159,43,123,125,176,118,48","88,90,98,92,65,154,173","74,79,10,69,85,81,76,78","52,58,130,16,20,132,131","2,5,1"
"192,185,190,179,186","25,34,31,32,35,30,22","104,112,108,113,105,103","21,55,196,199,198,203,201","45,172,127,71,84,188","91,146,145,139,136,135","93,124,126,6,8","164,177,162","150,62,54,61,63","167,160,47,50,42,40","99,97,90,156,92,144,166,170,174,94,96","70,80,9,85,77,86,87,68,83","149,19,53,52,66,26,24","128,163,1,122,117"
"","","","","","","","","","","","","",""
"184,186,190,181,192","140,28,34,29,35,38,13","102,106,107,105,109,112","15,175,44,100,197,204","193,187,180,71,121,45","129,136,133,57,142,33,39","93,124,116,195,194","152,158,148,155,101","56,63,54,59,11,153","167,165,168,43,123,125,118,48","97,92,154,174,173,161","83,73,76,70,120,72,85","14,52,58,66,18,17",""
"183,186,189,179","37,32,31,36,23,27,30","104,114,111,113,103,12,147","21,55,196,198,203","169,82,191,182","91,146,200,141,137,134,135","8,4,6,3,126,124","178,177,164,162","64,62,202,60","40,46,42,176,50,47,171,159","88,90,156,65,166,94,96,98","78,77,69,80,81,10,79,74","131,138,130,16,20","128,163,1,117"
"186,190,181,192","28,34,25,29,35,22","110,112,108,119,105,106","175,100,197,199,204,201","45,172,121,127,180,84,188","57,142,39,136,139","124,4","157,151,155,101","63,56,61","160,165,115,49,48","95,89,92,144,51,170,161","68,75,70,9,85,72","143,19,53,18,26,67,24","1,122,41,2,7"
"","","","","","","","","","","","","",""
